province;red;green;blue;x;x
4924;200;10;1;Laurentian Massif;### new in 1.31
4925;200;40;41;White Mountains;### new in 1.31
4926;200;70;81;Adirondacks;### new in 1.31
4927;200;100;121;Blue Mountains;### new in 1.31
4928;200;20;161;Allegheny Front;### new in 1.31
4929;200;50;11;Appalachian Ridges;### new in 1.31
4930;200;80;51;Alleghenies;### new in 1.31
4931;200;30;91;Cumberland Mountains;### new in 1.31
4932;200;60;131;Smoky Mountains;### new in 1.31
4933;200;90;171;Blue Ridge;### new in 1.31
4934;210;10;1;Maui;### replaces BT 5817
4935;210;40;41;Oahu;### replaces BT 5029
4936;210;70;81;Kauai;### replaces BT 5818
4937;210;20;121;Lau;### new in 1.31
4938;210;50;161;Vanua Levu;### new in 1.31
4939;210;80;11;Te Moana-a-Toi;### new in 1.31
4940;29;216;197;Lake Tulare;### replaces BT 5100
4941;30;216;201;Lake Cahuilla;### replaces BT 5488
4942;100;200;174;Nehalem;x
4943;100;200;249;Omineca;x
4944;100;200;49;Netsha Koh;x
4945;100;200;124;Wasco;x
4946;100;200;199;Towarnehiooks;x
4947;100;200;74;Aqkoktlaqatl;x
4948;100;200;149;Qlispel;x
4949;100;200;224;Nlakapamux;x
4950;200;100;24;Choinumni;x
4951;200;100;99;Nomlaki;x
4952;200;100;174;Wakopee;x
4953;200;100;249;Waashiw;x
4954;200;100;49;Newapkshi;x
4955;200;100;124;Tumpisa;x
4956;200;100;199;Takelam;x
4957;200;100;74;Wadatika;x
4958;200;100;149;Iwauna;x
4959;200;100;224;Niineniiniiciihehe;x
4960;100;200;23;Nmesuletkw;x
4961;100;200;98;Palus II;x
4962;100;200;173;Yapudttka;x
4963;100;200;248;Taveewach;x
4964;100;200;48;Comcaac;x
4965;100;200;123;Toompahnahwach;x
4966;100;200;198;Kaibab;x
4967;100;200;73;Pahvant;x
4968;100;200;148;Qikiqtagruk;x
4969;100;200;223;Tikigaq;x
4970;200;100;23;Ukpeagvik;x
4971;200;100;98;Sagavanirktok;x
4972;200;100;173;Tahltan;x
4973;200;100;248;Waanabidebiing;x
4974;200;100;48;Grand Bank;x
4975;200;100;123;Sahyehpeech;x
4976;200;100;198;Tuktuyaaqtuuq;x
4977;200;100;73;Teechik;x
4978;200;100;148;Radeyilikoe;x
4979;200;100;223;NavojoWest;x
4980;100;200;22;Sahtu;x
4981;100;200;97;Tagish;x
4982;100;200;172;FortMcLeod;x
4983;100;200;247;Liidli Kue;x
4984;100;200;47;Tsattine;x
4985;100;200;122;Dettah;x
4986;100;200;197;Kagee;x
4987;100;200;72;Muskwa;x
4988;100;200;147;Kataodehche;x
4989;100;200;222;Deninu Kue;x
4990;200;100;22;Tikirajualaaq;x
4991;200;100;97;Kudlulik;x
4992;200;100;172;Qatiktalik;x
4993;200;100;247;Naujaat;x
4994;200;100;47;Sanirajak;x
4995;200;100;122;Shugliaq;x
4996;200;100;197;Sikusiilaq;x
4997;200;100;72;Amadjuak;x
4998;200;100;147;Iqaluit;x
4999;200;100;222;Sanikiluaq;x
5000;100;200;21;Kinepiko Sakahikam;x
5001;100;200;96;Hoteladi Hotthenade Dene;x
5002;100;200;171;Kinoosao;x
5003;100;200;246;Inninuwug;x
5004;100;200;46;Otahwaka Powitek;x
5005;100;200;121;Webequie;x
5006;100;200;196;Salluit;x
5007;100;200;71;Kuujjuaq;x
5008;100;200;146;Nemiskaw;x
5009;100;200;221;Ucepukumu;x
5010;200;100;21;Menukuanistuk Shipi;x
5011;200;100;96;Mushaualakan;x
5012;200;100;171;Makatinau;x
5013;200;100;246;Avalon;x
5014;200;100;46;Kawawachikamach;x
5015;200;121;121;Nitassinan;## colour changed from 200,100,121
5016;200;100;196;Kuyuidika;x
5017;200;100;71;Natakkoa;x
5018;200;100;146;Tongva;x
5019;200;100;221;Saint Pierre;x
5020;100;200;20;Revillagigedo Islands;x
5021;100;200;95;Motu Maha;x
5022;100;200;170;Rekohu;x
5023;100;200;245;Phoenix Islands;x
5024;100;200;45;Northern Cook Islands;x
5025;100;200;120;Te Henua Enana;x
5026;100;200;195;Polynesia;x
5027;100;200;70;Tristan da Cunha;x
5028;100;200;145;Bonin Islands;x
5029;100;200;220;UNUSED;### replaced by 4935
5030;200;100;20;Ohlone;x
5031;200;100;95;Wiyot;x
5032;200;100;170;Tachi II;x
5033;200;100;245;Grande Cache;x
5034;200;100;45;Medicine Hat;x
5035;200;100;120;Lac la Biche;x
5036;200;100;195;Atikokan;x
5037;200;100;70;Wendake;x
5038;200;100;145;Quinte;x
5039;200;100;220;Manidoowaaling;x
5040;100;200;19;Kaska;x
5041;100;200;94;Nahanni;x
5042;100;200;169;Chemehuevi;x
5043;100;200;244;Cocopah;x
5044;100;200;44;Kucadikadi;x
5045;100;200;119;Wintu;x
5046;100;200;194;UNUSED;### replaced by 4896
5047;100;200;69;UNUSED;### replaced by 4891
5048;100;200;144;Esgigeoag;x
5049;100;200;219;Gespegeoag;x
5050;200;100;19;Madawaska II;x
5051;200;100;94;Keespongwitk;x
5052;200;100;169;Panawahpskek;x
5053;200;100;244;Kamouraska;x
5054;200;100;44;Gespeg;x
5055;200;100;119;Piletipistu Neshkau;x
5056;62;70;200;UNUSED;### replaced by 4894
5057;200;100;69;Nanikana;x
5058;200;100;144;Avalon II;x
5059;200;100;219;Avalon III;x
5060;100;200;18;Mamhlawbagak;x
5061;100;200;93;Guaymas;x
5062;100;200;168;UNUSED;###
5063;100;200;243;Colhuacan;x
5064;100;200;43;Hisatsinom;x
5065;100;200;118;Muache;x
5066;100;200;193;Taveewachii;x
5067;100;200;68;Qamanituaq;x
5068;100;200;143;ChipewyanLake;x
5069;100;200;218;Ihalmiut;x
5070;200;100;18;Etthen Eldili;x
5071;200;100;93;Thlewechodyeth;x
5072;200;100;168;Tatsaotine;x
5073;200;100;243;EastSahtu;x
5074;200;100;43;Kahbamitue;x
5075;200;100;118;Ivvavik;x
5076;200;100;193;Qaaktugvik;x
5077;200;100;68;Sivuqaq;x
5078;200;100;143;Nacho Nyak Dun;x
5079;200;100;218;Tage Cho Hudan;x
5080;100;200;17;Tetlit;x
5081;100;200;92;Gameti;x
5082;100;200;167;Pehdzeh Ki;x
5083;100;200;242;Dakwakada;x
5084;100;200;42;FondDuLac;x
5085;100;200;117;Athabaska River House;x
5086;100;200;192;Sawridge;x
5087;100;200;67;LaLoche;x
5088;100;200;142;SwanRiver;x
5089;100;200;217;Waskahikanihk;x
5090;200;100;17;UNUSED;###
5091;200;100;92;Lugodoro;x
5092;200;100;167;Bastia;x
5093;200;100;242;Kerguelen Islands;x
5094;200;100;42;Dukagjin;x
5095;200;100;117;Pribilof Islands;x
5096;200;100;192;GranCanaria;x
5097;200;100;67;Pomeralia;x
5098;200;100;142;UNUSED;###
5099;200;100;217;UNUSED;###
5100;50;50;250;UNUSED;### replaced by 4940
5101;55;55;250;Lake Tahoe;x
5102;60;60;250;Lake of the Woods;x
5103;65;65;250;Lake Nipigon;x
5104;71;71;250;Nechako Lakes;x
5105;75;75;250;Tagish Lake;x
5106;80;80;250;Illiamna Lake;x
5107;85;85;250;Baker Lake;x
5108;90;90;250;Dubawnt Lake;x
5109;95;95;250;Wollaston Lake2;x
5110;100;100;250;Nueltin Lake2;x
5111;250;50;50;Alaskan Mountains;x
5112;250;55;55;Glacial Alaska;x
5113;250;60;60;UNUSED;###
5114;250;65;65;UNUSED;###
5115;250;70;70;UNUSED;###
5116;250;75;75;SouthCoastRanges;x
5117;250;80;80;NorthCoastRanges;x
5118;250;85;85;Graian Alps;x
5119;250;90;90;UNUSED;###
5120;250;95;95;White Mountains;x
5121;250;100;100;East Caucasian Mountains;x
5122;250;49;49;UNUSED;###
5123;250;54;54;Canadian Arctic;x
5124;250;59;59;Eastern Canadian Arctic;x
5125;250;64;64;Remote Uninhabited Islands;x
5126;250;69;69;Vatnajokull;x
5127;250;74;74;Nulato Hills;x
5128;250;79;79;UNUSED;###
5129;250;84;84;GreatSaltLakeDesert;x
5130;100;200;16;Karasi;x
5131;100;200;91;Ayvalik;x
5132;100;200;166;UNUSED;###
5133;100;200;241;UNUSED;###
5134;100;200;41;Bodrum;x
5135;100;200;116;Mersin;x
5136;100;200;191;UNUSED;###
5137;100;200;66;Yozgat;x
5138;100;200;141;Osmaniye;x
5139;100;200;216;Nicosia;###
5140;200;100;16;UNUSED;###
5141;200;100;91;UNUSED;###
5142;200;100;166;UNUSED;###
5143;200;100;241;UNUSED;###
5144;200;100;41;UNUSED;###
5145;200;100;116;Famagusta;x
5146;200;100;191;Nigde;x
5147;200;100;66;Alanya;x
5148;200;100;141;UNUSED;###
5149;200;100;216;UNUSED;###
5150;100;200;15;Nevsehir;x
5151;100;200;90;Bayburt;x
5152;100;200;165;Amasia;x
5153;100;200;240;UNUSED;###
5154;100;200;40;Sis;x
5155;100;200;115;Polatli;x
5156;100;200;190;Bigaii;x
5157;100;200;65;Iznik;x
5158;100;200;140;EastCappadocia;x
5159;100;200;215;UNUSED;###
5160;200;100;15;UNUSED;###
5161;200;100;90;Corycus;x
5162;200;100;165;Lycia;x
5163;200;100;240;Usak;x
5164;200;100;40;Karabuk;x
5165;200;100;115;Kirikkale;x
5166;200;100;190;UNUSED;###
5167;200;100;65;Corum;x
5168;200;100;140;Adapazari;x
5169;200;100;215;UNUSED;###
5170;100;200;14;Latakia;x
5171;100;200;164;Mihalic;x
5172;100;200;89;Philadelphia;x
5173;100;200;239;UNUSED;###
5174;100;200;39;UNUSED;###
5175;100;200;114;UNUSED;###
5176;100;200;189;UNUSED;###
5177;100;200;64;UNUSED;###
5178;100;200;139;UNUSED;###
5179;100;200;214;UNUSED;###
5180;200;100;14;Gaza;x
5181;200;100;89;Nekhel;x
5182;200;100;164;UNUSED;###
5183;200;100;239;UNUSED;###
5184;200;100;39;UNUSED;###
5185;200;100;114;UNUSED;###
5186;200;100;189;UNUSED;###
5187;200;100;64;UNUSED;###
5188;200;100;139;UNUSED;###
5189;200;100;214;UNUSED;###
5190;100;200;13;UNUSED;###
5191;100;200;88;UNUSED;###
5192;100;200;163;UNUSED;###
5193;100;200;238;UNUSED;###
5194;100;200;38;UNUSED;###
5195;100;200;113;UNUSED;###
5196;100;200;188;UNUSED;###
5197;100;200;63;UNUSED;###
5198;100;200;138;UNUSED;###
5199;100;200;213;UNUSED;###
5200;200;100;13;UNUSED;###
5201;200;100;88;UNUSED;###
5202;200;100;163;UNUSED;###
5203;200;100;238;Arabah;x
5204;200;100;38;UNUSED;###
5205;200;100;113;Beirut;x
5206;200;100;188;Trebizondii;x
5207;200;100;63;UNUSED;###
5208;200;100;138;UNUSED;###
5209;200;100;213;UNUSED;###
5210;100;200;12;Chefchaouen;x
5211;100;200;87;Tadla;x
5212;100;200;162;Souss2;x
5213;100;200;237;Taza;x
5214;100;200;37;UNUSED;###
5215;100;200;112;UNUSED;###
5216;100;200;187;UNUSED;###
5217;100;200;62;UNUSED;###
5218;100;200;137;Tarifit;x
5219;100;200;212;Alcazarquivir;x
5220;200;100;12;Talsint;x
5221;200;100;87;Bechar;x
5222;200;100;162;Talbalbala;x
5223;200;100;237;Tindouf;x
5224;200;100;37;CapeBon;x
5225;200;100;112;Mahdia;x
5226;200;100;187;Gharb2;x
5227;200;100;62;UNUSED;###
5228;200;100;137;Sidiifni;x
5229;200;100;212;Debdou;x
5230;100;200;11;UNUSED;###
5231;100;200;86;Al Ula;x
5232;100;200;161;Khaybar;x
5233;100;200;236;Thuwal;x
5234;100;200;36;UNUSED;###
5235;100;200;111;Al Bahah;x
5236;100;200;186;UNUSED;###
5237;100;200;61;UNUSED;###
5238;100;200;136;UNUSED;###
5239;100;200;211;Ibb;x
5240;200;100;11;UNUSED;###
5241;200;100;86;Shuqrah;x
5242;200;100;161;UNUSED;###
5243;200;100;236;Thumrait;x
5244;200;100;36;Haima;x
5245;200;100;111;UNUSED;###
5246;200;100;186;Ibri;x
5247;200;100;61;UNUSED;###
5248;200;100;136;UNUSED;###
5249;200;100;211;Khasab;x
5250;100;200;10;Uqair;x
5251;100;200;85;NorthEastArabia1;x
5252;100;200;160;UNUSED;###
5253;100;200;235;UNUSED;###
5254;100;200;35;UNUSED;###
5255;100;200;110;Kish;x
5256;100;200;185;Summan;x
5257;100;200;60;UNUSED;###
5258;100;200;135;UNUSED;###
5259;100;200;210;UNUSED;###
5260;200;100;10;UNUSED;###
5261;200;100;85;Damietta2;x
5262;200;100;160;UNUSED;###
5263;200;100;235;UNUSED;###
5264;200;100;35;Giza;x
5265;200;100;110;UNUSED;###
5266;200;100;185;Natrun;x
5267;200;100;60;El Bahnasa;x
5268;200;100;135;UNUSED;###
5269;200;100;210;UNUSED;###
5270;100;200;9;UNUSED;###
5271;100;200;84;Baranis;x
5272;100;200;159;Matrouh;x
5273;100;200;234;Siwa;x
5274;100;200;34;Ajdabiya;x
5275;100;200;109;UNUSED;###
5276;100;200;184;UNUSED;###
5277;100;200;59;Hawwaria;x
5278;100;200;134;Ababdia;x
5279;100;200;209;Al Urdi;x
5280;200;100;9;Hadendoa;x
5281;200;100;84;Kush;x
5282;200;100;159;SudanCoast;x
5283;200;100;234;Tokar;x
5284;200;100;34;Atbara;x
5285;200;100;109;Halfaya;x
5286;200;100;184;KurdufanDesert;x
5287;200;100;59;Singa;x
5288;200;100;134;NorthEritrea;x
5289;200;100;209;Bertha;x
5290;100;200;8;Malakal;x
5291;100;200;83;UNUSED;###
5292;100;200;158;UNUSED;###
5293;100;200;233;Ras Al Ayn;x
5294;100;200;33;UNUSED;###
5295;100;200;108;Mardin;x
5296;100;200;183;Nusaybin;x
5297;100;200;58;Barka;x
5298;100;200;133;Zula;x
5299;100;200;208;UNUSED;###
5300;200;100;8;Wadi Milk;x
5301;200;100;83;Selima;x
5302;200;100;158;Abu Hamad;x
5303;200;100;233;Jaghbub;x
5304;200;100;33;Al Wahat2;x
5305;200;100;108;UNUSED;###
5306;200;100;183;Mizda;x
5307;200;100;58;Ghat;x
5308;200;100;133;UNUSED;###
5309;200;100;208;Gharyan;x
5310;100;200;7;Nalut;x
5311;100;200;82;Khoms;x
5312;100;200;157;Gabes;x
5313;100;200;232;Kasserine;x
5314;100;200;32;Beja2;x
5315;100;200;107;El Kef;x
5316;100;200;182;Tozeur;x
5317;100;200;57;Tabarka;x
5318;100;200;132;Koukou;x
5319;100;200;207;Setif;x
5320;200;100;7;Ain Beida;x
5321;200;100;82;Jijel;x
5322;200;100;157;Blida;x
5323;200;100;232;Kalaa;x
5324;200;100;32;Djelfa;x
5325;200;100;107;Batna;x
5326;200;100;182;Khenchela;x
5327;200;100;57;Saida;x
5328;200;100;132;El Bayadh;x
5329;200;100;207;El Oued;x
5330;100;200;6;Batman;x
5331;100;200;81;Siirt;x
5332;100;200;156;Agants;x
5333;100;200;231;Qalhat;x
5334;100;200;31;Rustaq;x
5335;100;200;106;UNUSED;###
5336;100;200;181;UNUSED;###
5337;100;200;56;UNUSED;###
5338;100;200;131;UNUSED;###
5339;100;200;206;UNUSED;###
5340;200;100;6;Chainoqua;x
5341;200;100;81;Cochoqua;x
5342;200;100;156;Gorachoqua;x
5343;200;100;231;Guriqua;x
5344;200;100;31;SouthAfricaMatjiesfontein;x
5345;200;100;106;Matzikama;x
5346;200;100;181;Namaqua;x
5347;200;100;56;Akeis;x
5348;200;100;131;SouthAfricaKaroo;x
5349;200;100;206;Xam;x
5350;100;200;5;Gouriqua;x
5351;100;200;80;Attaqua;x
5352;100;200;155;Houtuniqua;x
5353;100;200;230;Gamtoos;x
5354;100;200;30;Inqua;x
5355;100;200;105;Gonaqua;x
5356;100;200;180;Damaqua;x
5357;100;200;55;Hoengeyqua;x
5358;100;200;130;Cobuqua;x
5359;100;200;205;Komani;x
5360;200;100;5;Senqu;x
5361;200;100;80;SouthAfricaBeaufortWest;x
5362;200;100;155;Prieschap;x
5363;200;100;230;GaSegonyana;x
5364;200;100;30;UNUSED;###
5365;200;100;105;Lejweleputswa;x
5366;200;100;180;Maseru;x
5367;200;100;55;Mahikeng;x
5368;200;100;130;Mokopane;x
5369;200;100;205;Vhembe;x
5370;100;200;4;Ugu;x
5371;100;200;79;Ethekwini;x
5372;100;200;154;uThukela;x
5373;100;200;229;Cwebeni;x
5374;100;200;29;Ondini;x
5375;100;200;104;UNUSED;###
5376;100;200;179;Bohlokong;x
5377;100;200;54;UNUSED;###
5378;100;200;129;Maokeng;x
5379;100;200;204;UNUSED;###
5380;200;100;4;BaPhalaborwa;x
5381;200;100;79;Xegwi;x
5382;200;100;154;XaiXai;x
5383;200;100;229;Lekwa;x
5384;200;100;29;Thembelihle;x
5385;200;100;104;Cuoa;x
5386;200;100;179;Karas;x
5387;200;100;54;Naminus;x
5388;200;100;129;Aroab;x
5389;200;100;204;Hardap;x
5390;100;200;3;Omaheke;x
5391;100;200;78;Gaonalaus;x
5392;100;200;153;Usakos;x
5393;100;200;228;AiGams;x
5394;100;200;28;Otjiwarongo;x
5395;100;200;103;Nukhoen;x
5396;100;200;178;Gorigas;x
5397;100;200;53;Kunene;x
5398;100;200;128;Uukwambi;x
5399;100;200;203;Kamanjab;x
5400;200;100;3;Otavi;x
5401;200;100;78;Tsumeb;x
5402;200;100;153;Eenhana;x
5403;200;100;228;Nkurenkuru;x
5404;200;100;28;Otjivanda;x
5405;200;100;103;Tjumkui;x
5406;200;100;178;Bagani;x
5407;200;100;53;Luhonono;x
5408;200;100;128;Gaentsii;x
5409;200;100;203;Kgalagadi;x
5410;100;200;2;Tsodilo;x
5411;100;200;77;Sehithwa;x
5412;100;200;152;Khwai;x
5413;100;200;227;Kasane;x
5414;100;200;27;Nata;x
5415;100;200;102;Toropo;x
5416;100;200;177;Gobojango;x
5417;100;200;52;Shoshong;x
5418;100;200;127;Moshaweng;x
5419;100;200;202;Kanye;x
5420;200;100;2;Molepolole;x
5421;200;100;77;Toutswemogala;x
5422;200;100;152;Orapa;x
5423;200;100;227;Tsienyane;x
5424;200;100;27;Kgala;x
5425;200;100;102;Nugoaes;x
5426;200;100;177;Kwadi;x
5427;200;100;52;Rundu;x
5428;200;100;127;Hamcumqua;x
5429;200;100;202;UNUSED;###
5430;100;200;1;UNUSED;###
5431;100;200;76;UNUSED;###
5432;100;200;151;UNUSED;###
5433;100;200;226;UNUSED;###
5434;100;200;26;UNUSED;###
5435;100;200;101;UNUSED;###
5436;100;200;176;UNUSED;###
5437;100;200;51;UNUSED;###
5438;100;200;126;UNUSED;###
5439;100;200;201;UNUSED;###
5440;200;100;1;UNUSED;###
5441;200;100;76;UNUSED;###
5442;200;100;151;UNUSED;###
5443;200;100;226;UNUSED;###
5444;200;100;26;UNUSED;###
5445;200;100;101;UNUSED;###
5446;200;100;176;UNUSED;###
5447;200;100;51;UNUSED;###
5448;200;100;126;UNUSED;###
5449;200;100;201;UNUSED;###
5450;250;89;89;UNUSED;###
5451;250;94;94;UNUSED;###
5452;50;50;249;Kotzebue Sound;x
5453;55;55;249;Central Beaufort Sea;x
5454;60;60;249;East Beaufort Sea;x
5455;65;65;249;Amundsen Gulf;x
5456;71;71;249;Coronation Gulf;x
5457;75;75;249;Queen Maud Gulf;x
5458;80;80;249;Rae Strait;x
5459;85;85;249;Larsen Sound;x
5460;90;90;249;McClintock Channel;x
5461;95;95;249;Prince Regent Inlet;x
5462;100;100;249;Foxe Channel;x
5463;50;50;248;North Western Hudson Bay;x
5464;55;55;248;South Eastern Hudson Bay;x
5465;60;60;248;Eastern Hudson Strait;x
5466;65;65;248;North Western Baffin Bay;x
5467;71;71;248;North Eastern Baffin Bay;x
5468;75;75;248;Fury and Hecla Strait;x
5469;80;80;248;Lake Puula;x
5470;85;85;248;Frobisher Bay;x
5471;90;90;248;Lake Skadar;x
5472;95;95;248;Northern Coast of Labrador;x
5473;100;100;248;Coast of Labrador;x
5474;50;50;247;Notre Dame Bay;x
5475;55;55;247;Chaleur Bay;x
5476;60;60;247;Upper Saint Lawrence River;x
5477;65;65;247;Lesser Slave Lake;x
5478;71;71;247;Lake Nilakka;x
5479;75;75;247;Eastern Norwegian Sea2;x
5480;80;80;247;Western Norwegian Sea2;x
5481;85;85;247;Northern Norwegian Sea2;x
5482;90;90;247;Greenland Sea2;x
5483;95;95;247;Torssuut Tunoq;x
5484;100;100;247;Mezen Bay;x
5485;50;50;246;Eastern Murman Sea;x
5486;55;55;246;Kara Sea;x
5487;60;60;246;Lake Ilmen;x
5488;65;65;246;UNUSED;### replaced by 4941
5489;71;71;246;Harrison Lake;x
5490;75;75;246;Lake Pond dOreille;x
5491;80;80;246;Flathead Lake;x
5492;85;85;246;Shuswap Lake;x
5493;90;246;246;Southern Aegean;x
5494;95;95;246;The Belts;x
5495;99;246;246;Dogger BankII;x
5496;50;50;245;Lake Garda;x
5497;55;55;245;Lake Como;x
5498;60;60;245;Lake Maggiore;x
5499;65;65;245;Limfjord;x
5500;71;71;245;Lake Inari;x
5501;75;75;245;Lake Segozero;x
5502;80;80;245;Lake Vygozero;x
5503;85;85;245;Pielinen;x
5504;90;90;245;Lake Keitele;x
5505;95;95;245;Kallavesi;x
5506;100;110;245;UNUSED;###
5507;249;50;50;Chugach Mountains;x
5508;249;55;55;Uinta Mountains;x
5509;249;60;60;Muskwa Ranges;x
5510;249;65;65;Cariboo Mountains;x
5511;249;70;70;Purcell Mountains;x
5512;249;75;75;Park Ranges;x
5513;249;80;80;Front Ranges;x
5514;249;85;85;Sawtooth Mountains;x
5515;249;90;90;Sawatch Mountains;x
5516;249;95;95;San Juan Mountains;x
5517;249;100;100;Sangre de Cristo Mountains;x
5518;248;50;50;Drakensberge;x
5519;248;55;55;Winterberge;x
5520;248;60;60;Mocamedes Desert;x
5521;248;65;65;Etosha Pan;x
5522;248;70;70;Makgadikgadi Pan;x
5523;248;75;75;Kootenay Mountains;x
5524;248;80;80;Absaroka Range and Beartooth Mountains;x
5525;248;85;85;Wind River Range;x
5526;248;90;90;Teton Range and Wyomings;x
5527;248;95;95;Monashee Mountains;x
5528;248;100;100;Bitterroot Mountains;x
5529;247;50;50;Cassiar Mountains;x
5530;247;55;55;Skeena Mountains;x
5531;247;60;60;Southern Boundary Ranges;x
5532;247;65;65;Juneau Icefields;x
5533;247;70;70;Ogilvie Mountains;x
5534;247;75;75;Kenai Mountains;x
5535;247;80;80;Talkeetna Mountains;x
5536;247;85;85;Hayes Range;x
5537;247;90;90;Western Brooks Range;x
5538;247;95;95;Kigluaik Mountains;x
5539;247;100;100;Johnston Atoll;x
5540;246;50;50;Amsterdam Island;x
5541;246;55;55;Bouvet Island;x
5542;246;60;60;SouthernNulatoHills;x
5543;246;65;65;KuskokwimMountains;x
5544;246;70;70;MassifdesEcrins;x
5545;246;75;75;Catalan Pyrenees;x
5546;246;80;80;Bergamasque Alps;###
5547;246;85;85;Dolomite Alps;###
5548;246;90;90;Ortler Alps;###
5549;246;95;95;Taurus;###
5550;246;100;100;Anti-Taurus;###
5551;245;50;50;UNUSED;###
5552;245;55;55;UNUSED;###
5553;245;60;60;UNUSED;###
5554;245;65;65;UNUSED;###
5555;245;70;70;UNUSED;###
5556;245;75;75;UNUSED;###
5557;245;80;80;UNUSED;###
5558;245;85;85;UNUSED;###
5559;245;90;90;UNUSED;###
5560;245;95;95;UNUSED;###
5561;245;100;100;UNUSED;###
5562;100;100;25;UNUSED;###
5563;100;100;100;Yaquimel;x
5564;100;100;175;UNUSED;###
5565;100;100;255;Baoruco;x
5566;100;100;50;UNUSED;###
5567;100;100;125;Maguana2;x
5568;100;100;200;UNUSED;###
5569;100;100;75;UNUSED;###
5570;100;100;150;UNUSED;###
5571;100;100;225;UNUSED;###
5572;200;200;25;Bani;x
5573;200;200;100;LaRonge;x
5574;200;200;175;Guanahani;x
5575;200;200;255;Yuma;x
5576;200;200;50;Mayaguana;x
5577;200;200;125;Babeke;x
5578;200;200;200;Ora Oubao;x
5579;200;200;75;Waikeri;x
5580;200;200;150;Thomson;x
5581;200;200;225;Tabako;x
5582;100;100;24;Beguia;x
5583;100;100;99;Alliouagana;x
5584;100;100;174;Ay Ay;x
5585;100;100;254;Ouanalao;x
5586;100;100;49;Aloi;x
5587;100;100;124;CranberryPortage;x
5588;100;100;199;Sermersooq;x
5589;100;100;74;Angmagssalik;x
5590;100;100;149;Scoresbysund;x
5591;100;100;224;Jan Mayen;x
5592;200;200;24;North Naskapi;x
5593;200;200;99;Caniapiscau;x
5594;200;200;174;Nitchequon;x
5595;200;200;254;Panniqtuuq;x
5596;200;200;49;Kanngiqtugaapik;x
5597;200;200;124;Te Kirikiri Pa;x
5598;200;200;199;Te Maru;x
5599;200;200;74;Hokitika;x
5600;200;200;149;Akaroa;x
5601;200;200;224;Mawhera;x
5602;100;100;23;Kaikoura;x
5603;100;100;98;Kawatiri;x
5604;100;100;173;Whanganui;x
5605;100;100;253;Taranaki2;x
5606;100;100;48;Taupo;x
5607;100;100;123;Rawhiti;x
5608;100;100;198;Coromandel2;x
5609;100;100;73;Tamaki;x
5610;100;100;148;Wairarapa;x
5611;100;100;223;GreenLake;x
5612;200;200;23;Akaitikka;x
5613;200;200;98;Tukkutikka;x
5614;200;200;173;Bighorn;x
5615;200;200;253;UNUSED;### replaced by 4918
5616;200;200;48;EMontana;x
5617;200;200;123;WNDakota;x
5618;200;200;198;Central Lakota;x
5619;200;200;73;Fort Robinson;x
5620;200;200;148;UNUSED;### replaced by 4916
5621;200;200;223;Minneapolis;x
5622;100;100;22;UNUSED;### replaced by 4902
5623;100;100;97;Minot;x
5624;100;100;172;UNUSED;### replaced by 4919
5625;100;100;252;Pembina;x
5626;100;100;47;UNUSED;### replaced by 4901
5627;100;100;122;Val Marie;x
5628;100;100;197;UNUSED;### replaced by 4900
5629;100;100;72;Fort Laramie;x
5630;100;100;147;Chlhmlshe;x
5631;100;100;222;UNUSED;### replaced by 4917
5632;200;200;22;NorthPiegan;x
5633;200;200;97;FortPeck;x
5634;200;200;172;WoodMountainUplands;x
5635;200;200;252;SwiftCurrent;x
5636;200;200;47;Lloydminster;x
5637;200;200;122;Battlefords;x
5638;200;200;197;Yanktonai;x
5639;200;200;72;NelsonHouse;x
5640;200;200;147;PoplarRiver;x
5641;200;200;222;Winisk;x
5642;100;100;21;Gdov;x
5643;100;100;96;Opochka;x
5644;100;100;171;Yama;x
5645;100;100;251;Porkhov;x
5646;100;100;46;Oreshek;x
5647;100;100;121;Petrozavodsk;x
5648;100;100;196;Povenets;x
5649;100;100;71;Kandalaksha;x
5650;100;100;146;Varzuga;x
5651;100;100;221;Zvenigorod;x
5652;200;200;21;Vytegra;x
5653;200;200;96;Borovichi;x
5654;200;200;171;Gorodetsk;x
5655;200;200;251;Sheksna;x
5656;200;200;46;Khotsin;x
5657;200;200;121;Klin;x
5658;200;200;196;Pereslavl;x
5659;200;200;71;Dmitrov;x
5660;200;200;146;Sebezh;x
5661;200;200;221;Ustvyaty;x
5662;100;100;20;Mosalsk;x
5663;100;100;95;Kozelsk;x
5664;100;100;170;Karachev;x
5665;107;1;1;Vereya;x
5666;100;100;45;Mtsensk;x
5667;100;100;120;Novosil;x
5668;100;100;195;Dankov;x
5669;100;100;70;Koslov;x
5670;100;100;145;Sevsk;x
5671;100;100;220;Borisoglebskii;x
5672;200;200;20;Morshansk;x
5673;200;200;95;Karpogory;x
5674;200;200;170;Ust-Tsilma;x
5675;200;200;250;Izhma;x
5676;200;200;45;Ust-Kulom;x
5677;200;200;120;Pechora;x
5678;200;200;195;Vorkuta;x
5679;200;200;70;Zaraysk;x
5680;200;200;145;Belyov;x
5681;200;200;220;Vorotynsk;x
5682;100;100;19;Tarusa;x
5683;100;100;94;Borovsk;x
5684;100;100;169;Velizh;x
5685;108;1;1;Roslavl;x
5686;100;100;44;Mirning;### Brian added
5687;100;100;119;Wirangu;### Brian added
